0.,4.638543248731035e-17,4.5735774607312273e-14,-1.95774709754711e-15
0.,5.0092212890804324e-17,4.9390662856037364e-14,-2.1141968656982217e-15
0.,5.40952102898045e-17,5.333762400325012e-14,-2.283149003085183e-15
0.,5.841809587143743e-17,5.759999832152027e-14,-2.4656026089934636e-15
0.,6.308643240892732e-17,6.220299135951779e-14,-2.6626366243707107e-15
0.,6.812782541640943e-17,6.717382288708678e-14,-2.875416229850869e-15
0.,7.357208638187017e-17,7.254188774453313e-14,-3.105199656955254e-15
0.,7.94514090472826e-17,7.833893000145007e-14,-3.3533457546207767e-15
0.,8.58005597754426e-17,8.459923023351219e-14,-3.621321951486682e-15
0.,9.265708311938215e-17,9.135980859091319e-14,-3.910712864396694e-15
0.,1.0006152383090937e-16,9.866064354497198e-14,-4.223229854109564e-15
0.,1.0805766660280924e-16,1.065449083633797e-13,-4.560720947153255e-15
0.,1.166927949651638e-16,1.1505922630907663e-13,-4.9251819216660606e-15
0.,1.2601797087609193e-16,1.242539464110354e-13,-5.3187680090500945e-15
0.,1.3608833664947688e-16,1.341834412301239e-13,-5.7438066629836174e-15
0.,1.469634410055068e-16,1.4490642839518634e-13,-6.202811315140201e-15
0.,1.5870759118752149e-16,1.5648631757907505e-13,-6.698496248719164e-15
0.,1.713902331971891e-16,1.6899158582012464e-13,-7.23379269726225e-15
0.,1.8508636242911203e-16,1.8249618216846472e-13,-7.811866186087459e-15
0.,1.9987696710278673e-16,1.9707996511232521e-13,-8.43613503708356e-15
0.,2.1584950713629599e-16,2.1282917472999085e-13,-9.11029087278068e-15
0.,2.330984312896779e-16,2.298369426726854e-13,-9.838320193182382e-15
0.,2.517257356109721e-16,2.482038429048113e-13,-1.0624528262025421e-14
0.,2.718415665221352e-16,2.680384864834567e-13,-1.1473564205339687e-14
0.,2.9356487209653033e-16,2.8945816342027403e-13,-1.239044869172468e-14
0.,3.1702410535676537e-16,3.125895369210991e-13,-1.3380603770287919e-14
0.,3.4235798378061443e-16,3.37569391689894e-13,-1.4449884543156283e-14
0.,3.6971630949412105e-16,3.6454544318617e-13,-1.560461408152677e-14
0.,3.992608550148064e-16,3.9367721101732066e-13,-1.6851620867587157e-14
0.,4.3116631972328543e-16,4.251369619607089e-13,-1.8198278845279942e-14
0.,4.656213628060644e-16,4.591107290166965e-13,-1.965255128096087e-14
0.,5.028297187325042e-16,4.957994110205933e-13,-2.122303808838945e-14
0.,5.430114017929909e-16,5.354199610760884e-13,-2.2919025884958493e-14
0.,5.864040069810894e-16,5.782066686188108e-13,-2.4750543796884462e-14
0.,6.332641147295429e-16,6.244125458953983e-13,-2.672842225218624e-14
0.,6.838688079604714e-16,6.743108231725045e-13,-2.886435713776069e-14
0.,7.385173102604299e-16,7.281965644866497e-13,-3.117097893554953e-14
0.,7.97532755036326e-16,7.863884130876175e-13,-3.36619275502142e-14
0.,8.612640959543035e-16,8.492304741928596e-13,-3.635193277407593e-14
0.,9.300881700809729e-16,9.17094351162952e-13,-3.925690141754953e-14
